order_id,customer_name,region,city,product_category,sales_amount,profit,discount_percent,quantity,payment_method,order_date,customer_rating,year
ORD10529,Jeff Moore,North ,Hyderabad,Home,2739.21,529.96,0.0,1,Upi,2023-04-19,2.0,2023
ORD10530,Jonathan Lucas,South,Chennai,Beauty,6596.48,2065.3,10.0,7,Cod,2024-10-30,4.0,2024
ORD10531,Daniel Lang,West,Hyderabad,Beauty,846.2,223.59,0.0,9,Cod,2024-05-04,3.0,2024
ORD10532,Connie Rice,East,Kochi,Beauty,4834.8,98.33,10.0,2,Card,2023-12-08,2.0,2023
ORD10533,Richard Payne,North,Hyderabad,Unknown,1972.46,22.27,5.0,5,Upi,2024-07-21,4.0,2024
ORD10534,Jacob Garcia,West,Kochi,Sports,3370.41,-607.91,0.0,10,Net Banking,2025-01-22,4.0,2025
ORD10535,Jimmy Wallace,South,Hyderabad,Unknown,5118.5,-865.9,10.0,1,Upi,2023-01-17,5.0,2023
ORD10536,Harry Evans,West,Hyderabad,Electronics,2848.97,-204.72,0.0,1,Cod,2023-01-17,3.0,2023
ORD10537,Christian Hoffman,North,Mumbai,Sports,4038.61,-425.12,0.0,5,Cod,2024-10-26,1.0,2024
ORD10538,Rachel Hughes,West,Chennai,Unknown,7515.73,1800.37,5.0,2,Card,2023-04-27,3.0,2023
ORD10539,Michael Watson,East,Kochi,Electronics,3557.77,-82.28,5.0,1,Net Banking,2024-08-12,3.0,2024
ORD10540,Alicia Francis MD,South,Delhi,Beauty,7089.23,-467.86,20.0,1,Upi,2024-07-20,1.0,2024
ORD10541,Marcus Huang PhD,West,Hyderabad,Beauty,21757.3,6731.17,10.0,10,Cash,2023-01-07,3.0,2023
ORD10542,Tina Graham,North ,Bangalore,Unknown,6324.51,-432.66,5.0,10,Upi,2024-06-19,3.0,2024
ORD10543,Ryan Bradshaw,North,Delhi,Home,8603.92,918.39,5.0,2,Cod,2023-12-23,4.0,2023
ORD10544,Kimberly Ward,South,Hyderabad,Beauty,-1179.11,100.86,0.0,4,Cash,2025-02-27,1.0,2025
ORD10545,Christopher Peterson,West,Kochi,Electronics,3007.76,-129.98,15.0,5,Cod,2023-02-25,1.0,2023
ORD10546,Thomas Nolan,East,Mumbai,Fashion,6442.68,-1037.45,5.0,8,Card,2024-05-11,1.0,2024
ORD10547,Shannon Wyatt,South,Kochi,Beauty,4492.39,-312.6,15.0,4,Upi,2023-11-30,2.0,2023
ORD10548,Emily Morgan,South,Bangalore,Unknown,5927.86,297.85,15.0,6,Card,2023-08-10,2.0,2023
ORD10549,Christopher Tyler,West,Mumbai,Fashion,3490.04,-583.51,5.0,2,Cash,2023-02-02,5.0,2023
ORD10550,Karen Robinson,North ,Bangalore,Electronics,5216.47,787.16,20.0,3,Cod,2023-06-10,2.0,2023
ORD10551,Harry Rhodes,South,Bangalore,Home,4610.81,251.38,0.0,7,Cash,2024-08-28,5.0,2024
ORD10552,Unknown,West,Hyderabad,Sports,6434.746725025747,2328.63,15.0,1,Cod,2023-06-02,3.0,2023
ORD10553,Rachel Walker,South,Hyderabad,Beauty,5636.05,408.09,0.0,9,Cash,2025-04-21,2.0,2025
ORD10554,Lauren Williams,West,Delhi,Unknown,5844.01,-1117.6,10.0,5,Net Banking,2024-10-25,2.0,2024
ORD10555,Ryan Zamora,North,Hyderabad,Electronics,3970.31,-390.2,10.0,8,Upi,2025-06-14,1.0,2025
ORD10556,Ashley Kidd,South,Hyderabad,Electronics,3780.98,-195.16,20.0,9,Card,2023-10-31,1.0,2023
ORD10557,Brandon Morris,West,Delhi,Electronics,3918.6,670.31,0.0,2,Cash,2024-06-11,3.0,2024
ORD10558,Jeffrey Garcia,North,Hyderabad,Beauty,5986.13,1349.67,5.0,6,Cod,2023-03-10,3.0,2023
ORD10559,Jonathan Reed,North ,Hyderabad,Beauty,3947.54,862.49,10.0,6,Upi,2023-08-03,4.0,2023
ORD10560,Kelly Nelson,North ,Chennai,Beauty,5724.44,1466.93,15.0,9,Upi,2024-05-12,1.0,2024
ORD10561,Timothy Anthony,East,Kochi,Electronics,10188.5,528.08,0.0,7,Upi,2023-07-12,4.0,2023
ORD10562,Susan Park,South,Delhi,Fashion,7177.81,620.01,10.0,1,Net Banking,2023-06-04,3.0,2023
ORD10563,Karen Hall,West,Delhi,Home,4184.94,-692.1,5.0,9,Card,2023-01-22,3.0,2023
ORD10564,Jennifer Garcia,East,Bangalore,Home,8003.03,813.57,15.0,5,Card,2024-12-14,1.0,2024
ORD10565,Ivan Smith,South,Delhi,Home,3979.81,202.01,5.0,10,Cash,2023-06-01,3.0,2023
ORD10566,Frederick Burke,North ,Bangalore,Beauty,-95.31,10.61,0.0,1,Cash,2024-11-13,3.0,2024
ORD10567,Travis Wang,South,Delhi,Home,2479.78,837.95,5.0,6,Upi,2023-02-05,4.0,2023
ORD10568,Unknown,South,Delhi,Sports,323.02,16.77,10.0,3,Upi,2025-02-25,3.0,2025
ORD10569,Michelle Lee,West,Chennai,Unknown,4121.22,476.21,5.0,10,Net Banking,2025-02-11,2.0,2025
ORD10570,Wendy Martinez DDS,West,Chennai,Electronics,5046.05,-154.18,15.0,10,Cod,2024-11-25,5.0,2024
ORD10571,Unknown,North ,Mumbai,Unknown,9191.09,2891.66,10.0,4,Upi,2024-06-23,4.0,2024
ORD10572,Mrs. Michelle Pennington,East,Mumbai,Fashion,5817.32,766.4,20.0,1,Net Banking,2023-07-19,3.0,2023
ORD10573,Jeffrey Robbins,South,Mumbai,Unknown,4452.25,-30.07,15.0,9,Net Banking,2023-01-13,3.0,2023
ORD10574,Amber Weaver,South,Chennai,Beauty,7073.51,196.69,20.0,10,Cod,2024-03-10,1.0,2024
ORD10575,Jennifer Sutton,North ,Mumbai,Unknown,-527.84,79.89,15.0,5,Cash,2024-08-27,4.0,2024
ORD10576,Kristina Rodgers,North ,Hyderabad,Beauty,5589.04,-987.99,10.0,10,Upi,2023-10-24,3.0,2023
ORD10577,Angela Christian,West,Hyderabad,Unknown,6927.16,414.92,10.0,5,Upi,2024-10-17,4.0,2024
ORD10578,Amanda James,East,Hyderabad,Unknown,1303.53,-1.35,15.0,10,Upi,2023-03-10,3.0,2023
ORD10579,Melissa Moore,South,Chennai,Beauty,7859.39,-1496.04,10.0,3,Cash,2024-06-08,1.0,2024
ORD10580,Richard Green,North ,Hyderabad,Electronics,5846.24,876.56,10.0,1,Upi,2023-10-07,1.0,2023
ORD10581,Melissa Martinez,South,Hyderabad,Home,3961.78,392.38,10.0,5,Cod,2024-09-05,2.0,2024
ORD10582,Jake Brooks,South,Kochi,Fashion,6581.95,-297.64,15.0,7,Cash,2023-01-14,5.0,2023
ORD10583,Jay Smith,North,Mumbai,Beauty,10676.73,3457.9,20.0,9,Upi,2024-09-20,1.0,2024
ORD10584,Heather Payne,North,Delhi,Home,5454.67,982.27,5.0,8,Card,2024-09-20,1.0,2024
ORD10585,Kyle Mata,South,Bangalore,Electronics,5620.55,1022.01,10.0,4,Upi,2023-08-16,4.0,2023
ORD10586,Erika Smith,West,Kochi,Home,3851.6,-354.37,0.0,9,Card,2025-02-14,1.0,2025
ORD10587,Bradley Rice,East,Kochi,Electronics,2875.39,376.63,20.0,4,Upi,2025-03-12,5.0,2025
ORD10588,Barbara Cox,North ,Kochi,Electronics,7075.84,1912.78,10.0,10,Upi,2023-12-23,3.0,2023
ORD10589,Christopher Fritz,North,Bangalore,Sports,2859.79,-301.78,20.0,1,Net Banking,2023-07-16,5.0,2023
ORD10590,Peggy Marshall,West,Bangalore,Sports,5178.92,1692.27,5.0,6,Upi,2023-07-09,3.0,2023
ORD10591,Rachel Levine,North ,Hyderabad,Electronics,3805.86,326.73,15.0,6,Net Banking,2023-05-07,3.0,2023
ORD10592,David Smith,East,Mumbai,Fashion,6197.45,-175.98,15.0,4,Net Banking,2024-04-12,3.0,2024
ORD10593,David Johnson,North ,Hyderabad,Unknown,58341.6,9964.01,10.0,2,Cash,2023-07-03,3.0,2023
ORD10594,Dr. Heather Reed,South,Chennai,Fashion,7593.85,1577.91,5.0,2,Net Banking,2024-08-27,4.0,2024
ORD10595,Victoria Walton,South,Mumbai,Home,3724.96,821.91,20.0,10,Cod,2025-01-12,4.0,2025
ORD10596,Francisco Taylor,West,Bangalore,Unknown,4325.31,961.95,0.0,2,Upi,2024-06-07,1.0,2024
ORD10597,Sarah Jordan,East,Bangalore,Home,2553.09,441.58,5.0,7,Upi,2025-04-30,3.0,2025
ORD10598,Amber Adkins,West,Mumbai,Sports,3889.27,274.98,15.0,4,Card,2025-02-08,5.0,2025
ORD10599,Valerie Garcia,East,Mumbai,Beauty,59432.5,13085.89,15.0,2,Upi,2024-07-13,3.0,2024
ORD10600,Carlos Miles,East,Hyderabad,Beauty,6892.47,1975.28,5.0,8,Upi,2025-05-31,4.0,2025
ORD10601,Sabrina Perez,South,Delhi,Electronics,2694.59,260.47,15.0,8,Net Banking,2024-11-06,4.0,2024
ORD10602,Jennifer Berger,North ,Kochi,Fashion,7174.01,1589.47,10.0,6,Card,2024-09-23,5.0,2024
ORD10603,Alex Elliott,East,Mumbai,Home,8389.09,1206.64,15.0,2,Cash,2023-01-28,3.0,2023
ORD10604,Jason Estrada,South,Kochi,Sports,6033.59,1814.38,0.0,5,Net Banking,2023-11-16,4.0,2023
ORD10605,Jessica Perry,East,Mumbai,Sports,9691.99,306.7,0.0,8,Cod,2024-08-04,4.0,2024
ORD10606,Mrs. Lindsey Curry,South,Chennai,Fashion,3065.53,-265.94,15.0,9,Card,2023-04-13,2.0,2023
ORD10607,Levi Glass,East,Kochi,Home,1888.36,634.03,0.0,9,Net Banking,2024-05-23,5.0,2024
ORD10608,Michelle Hurst,East,Kochi,Sports,553.2,107.73,20.0,2,Net Banking,2025-01-30,3.0,2025
ORD10609,Daniel Hughes,North ,Chennai,Fashion,8740.11,2211.74,20.0,5,Card,2025-03-25,4.0,2025
ORD10610,Bianca Davis,North ,Mumbai,Fashion,6635.91,-668.03,0.0,9,Upi,2024-11-18,3.0,2024
ORD10611,Michael Ross,North,Delhi,Fashion,4861.04,670.49,15.0,10,Cash,2024-10-15,3.0,2024
ORD10612,Jason Keller,North,Hyderabad,Fashion,5699.92,1506.3,15.0,6,Card,2024-12-02,3.0,2024
ORD10613,Lauren Figueroa,South,Kochi,Fashion,2186.28,285.7,15.0,4,Card,2023-06-14,5.0,2023
ORD10614,Jamie Burgess,North,Chennai,Home,11114.38,3313.31,5.0,3,Cash,2024-03-22,1.0,2024
ORD10615,Bradley Martinez,North,Mumbai,Home,5323.05,-1006.32,0.0,6,Upi,2025-01-09,3.0,2025
ORD10616,Gregory Cunningham,North ,Hyderabad,Sports,5273.49,-730.05,10.0,9,Cod,2025-05-12,1.0,2025
ORD10617,Catherine Gordon,South,Mumbai,Unknown,6814.42,1534.98,10.0,6,Net Banking,2023-09-01,1.0,2023
ORD10618,Shelly Contreras,North,Mumbai,Sports,6202.52,-303.92,15.0,5,Upi,2023-06-29,4.0,2023
ORD10619,Alan Brown,East,Chennai,Electronics,5559.71,1833.72,5.0,6,Cod,2023-06-29,3.0,2023
ORD10620,Daniel Palmer,West,Chennai,Unknown,3023.81,-513.84,10.0,4,Card,2024-11-09,3.0,2024
ORD10621,Unknown,West,Chennai,Home,6178.67,-432.44,15.0,7,Cash,2023-05-05,2.0,2023
ORD10622,Frank Carroll,East,Kochi,Beauty,9705.06,2753.39,10.0,7,Net Banking,2024-03-25,3.0,2024
ORD10623,Kathryn Hendricks,North ,Kochi,Home,8363.55,2552.56,0.0,3,Upi,2025-01-04,3.0,2025
ORD10624,Mr. Billy Turner,South,Bangalore,Electronics,8982.97,-1661.46,0.0,3,Upi,2023-12-01,5.0,2023
ORD10625,Carol Roberts,South,Mumbai,Home,3721.96,-233.43,10.0,3,Upi,2023-03-26,2.0,2023
ORD10626,Cynthia Hernandez,East,Bangalore,Beauty,2525.99,-50.09,10.0,4,Cod,2024-12-04,1.0,2024
ORD10627,Kristen Knight,North,Bangalore,Electronics,4685.53,677.74,0.0,8,Net Banking,2024-07-25,2.0,2024
ORD10628,Unknown,North ,Mumbai,Beauty,5139.31,-546.99,20.0,2,Net Banking,2023-04-02,3.0,2023
ORD10629,Peter Fischer Jr.,West,Bangalore,Beauty,7735.48,2120.03,10.0,5,Cod,2023-07-28,3.0,2023
ORD10630,Unknown,East,Bangalore,Sports,768.84,23.13,15.0,3,Cash,2025-01-14,3.0,2025
ORD10631,Kathleen Ferrell,West,Hyderabad,Fashion,8823.88,-1714.69,5.0,6,Upi,2024-10-24,5.0,2024
ORD10632,Lisa Holt DDS,West,Chennai,Sports,4604.98,489.74,0.0,6,Cod,2023-09-20,1.0,2023
ORD10633,Jennifer Hernandez,South,Delhi,Electronics,3932.8,553.78,10.0,7,Card,2023-01-06,4.0,2023
ORD10634,Ronald Alvarez,East,Kochi,Home,2469.74,-314.75,10.0,9,Cash,2023-12-14,3.0,2023
ORD10635,Pamela Patterson,East,Delhi,Home,862.86,31.54,10.0,10,Cash,2025-02-04,4.0,2025
ORD10636,Heather Mccoy,South,Kochi,Fashion,7057.93,745.47,10.0,8,Net Banking,2025-02-21,3.0,2025
ORD10637,Mrs. Jasmine Rogers DDS,South,Delhi,Beauty,5183.29,1800.47,15.0,1,Upi,2024-04-23,2.0,2024
ORD10638,Ronald Brown,South,Delhi,Home,1775.1,-156.11,10.0,3,Upi,2023-05-07,5.0,2023
ORD10639,Robert Clements,West,Hyderabad,Electronics,1762.3,200.78,15.0,2,Upi,2023-01-05,3.0,2023
ORD10640,Justin Palmer,North,Mumbai,Unknown,4160.54,518.76,0.0,6,Net Banking,2023-05-05,3.0,2023
ORD10641,Kim Ross,East,Hyderabad,Unknown,9172.55,-172.58,0.0,10,Cod,2024-08-31,1.0,2024
ORD10642,Jason Jacobson,North ,Mumbai,Electronics,4351.02,-96.84,0.0,2,Cash,2025-03-31,4.0,2025
ORD10643,Elizabeth Butler,South,Bangalore,Electronics,12421.4,-1061.75,15.0,7,Net Banking,2023-04-02,3.0,2023
ORD10644,Derek Larsen,West,Mumbai,Beauty,4385.64,-11.08,0.0,6,Cod,2024-12-02,1.0,2024
ORD10645,Diamond Brown,North,Kochi,Sports,4318.19,10.92,5.0,7,Net Banking,2025-02-13,3.0,2025
ORD10646,Kathryn Gregory,West,Mumbai,Electronics,-1742.22,-543.34,20.0,9,Net Banking,2024-12-03,2.0,2024
ORD10647,Alan Black,North,Delhi,Electronics,4864.26,1278.55,20.0,7,Cod,2024-12-01,4.0,2024
ORD10648,Joanne Harris,North ,Kochi,Sports,6434.746725025747,722.97,20.0,5,Upi,2024-02-27,2.0,2024
ORD10649,Erica Terry,East,Chennai,Sports,6740.52,108.7,0.0,7,Upi,2025-03-16,3.0,2025
ORD10650,Anthony Koch,South,Delhi,Home,9622.39,2686.95,5.0,4,Upi,2023-12-16,1.0,2023
ORD10651,Jacqueline Ali,West,Hyderabad,Unknown,7816.41,-1506.09,10.0,8,Net Banking,2023-01-06,5.0,2023
ORD10652,Melissa Alexander,North,Bangalore,Fashion,6434.746725025747,1426.99,10.0,7,Upi,2024-01-05,3.0,2024
ORD10653,Cristian Hanson,West,Hyderabad,Sports,2233.69,-189.69,10.0,3,Card,2023-07-12,2.0,2023
ORD10654,Brad Cruz,West,Kochi,Beauty,11433.4,-1554.34,5.0,8,Cash,2024-04-30,4.0,2024
ORD10655,Christopher Cox,West,Hyderabad,Sports,5148.05,-738.93,10.0,7,Cod,2023-02-22,1.0,2023
ORD10656,David Hernandez,West,Bangalore,Unknown,5034.82,414.6,10.0,10,Upi,2024-05-14,3.0,2024
ORD10657,Logan Carr,North ,Hyderabad,Home,4939.69,1437.86,15.0,8,Net Banking,2024-05-14,3.0,2024
ORD10658,Mrs. Pam Ford,South,Chennai,Sports,5495.21,-59.81,5.0,9,Upi,2025-01-13,2.0,2025
ORD10659,Mr. Benjamin Morse,South,Delhi,Fashion,4639.1,68.21,15.0,6,Upi,2023-10-28,4.0,2023
ORD10660,Lisa Cook,West,Chennai,Fashion,3565.84,-406.6,15.0,2,Upi,2023-05-13,3.0,2023
ORD10661,Joshua Rios,East,Mumbai,Electronics,3632.85,-409.67,20.0,1,Upi,2023-09-25,4.0,2023
ORD10662,Shari Conner,South,Hyderabad,Sports,4918.12,1139.47,0.0,9,Upi,2023-09-22,4.0,2023
ORD10663,April Walker,North ,Kochi,Sports,3641.44,957.26,0.0,2,Upi,2025-03-29,1.0,2025
ORD10664,Dr. Brian Peterson,North ,Mumbai,Unknown,3217.89,-3.54,10.0,5,Cash,2025-06-10,3.0,2025
ORD10665,Christine Marsh,North,Bangalore,Beauty,5266.08,1404.61,15.0,7,Cod,2025-04-18,3.0,2025
ORD10666,Matthew Dunn,North ,Mumbai,Fashion,4362.56,123.26,10.0,4,Net Banking,2024-01-17,4.0,2024
ORD10667,Robert Elliott,West,Bangalore,Electronics,8759.98,734.83,10.0,6,Cod,2024-04-14,1.0,2024
ORD10668,Andrew Lowe,North,Hyderabad,Unknown,-1627.42,-553.44,5.0,7,Cod,2023-12-13,3.0,2023
ORD10669,David Jackson,South,Hyderabad,Sports,7728.77,2177.17,10.0,7,Upi,2024-12-31,3.0,2024
ORD10670,Tracy Kerr,West,Hyderabad,Fashion,8115.21,2394.92,20.0,3,Cod,2023-01-09,3.0,2023
ORD10671,Steven Lara,East,Kochi,Electronics,-183.48,-52.88,10.0,7,Net Banking,2024-03-28,3.0,2024
ORD10672,Scott Peterson,North ,Chennai,Sports,4143.28,1431.74,10.0,4,Upi,2025-06-19,1.0,2025
ORD10673,Jesse Sheppard,North,Hyderabad,Electronics,4071.4,-235.0,10.0,7,Card,2025-03-26,3.0,2025
ORD10674,Randall Smith,South,Kochi,Beauty,1481.22,234.08,0.0,8,Cash,2023-05-07,5.0,2023
ORD10675,Vanessa Martinez,South,Chennai,Home,3055.46,964.45,10.0,9,Upi,2024-08-02,2.0,2024
ORD10676,Thomas Brooks,South,Chennai,Beauty,2223.56,457.23,0.0,6,Upi,2025-01-01,4.0,2025
ORD10677,Thomas Rios,North,Chennai,Unknown,9380.68,316.01,5.0,8,Cod,2023-03-25,4.0,2023
ORD10678,Michael Blair,West,Hyderabad,Beauty,7339.2,545.71,15.0,8,Cash,2025-06-11,4.0,2025
ORD10679,Elizabeth Richard,South,Mumbai,Beauty,6434.746725025747,2718.81,20.0,9,Cash,2024-12-29,3.0,2024
ORD10680,Dr. Donald Wilson MD,North,Delhi,Fashion,6804.18,168.34,0.0,6,Card,2023-05-02,3.0,2023
ORD10681,Megan Watts,East,Chennai,Fashion,2177.37,512.03,5.0,10,Upi,2023-10-29,1.0,2023
ORD10682,Mr. Michael Jones,North ,Mumbai,Home,3688.7,1028.17,15.0,8,Net Banking,2024-07-14,5.0,2024
ORD10683,Christy Steele,South,Hyderabad,Home,6223.44,483.06,15.0,8,Cod,2023-05-16,4.0,2023
ORD10684,Jacqueline Little,West,Hyderabad,Home,1944.68,33.97,20.0,1,Cash,2024-02-01,5.0,2024
ORD10685,Ryan Vazquez,North,Bangalore,Sports,6782.5,1282.36,20.0,2,Upi,2024-10-07,5.0,2024
ORD10686,John Madden,North ,Bangalore,Electronics,4399.19,336.32,0.0,2,Cash,2023-07-13,3.0,2023
ORD10687,Kathy Garcia,North ,Kochi,Beauty,4062.95,180.1,20.0,10,Upi,2025-05-09,2.0,2025
ORD10688,Katie Oconnor,North,Delhi,Fashion,67774.0,6123.11,15.0,5,Cash,2024-02-29,1.0,2024
ORD10689,Cheryl Hutchinson,East,Bangalore,Electronics,6110.66,146.67,5.0,1,Card,2023-06-07,3.0,2023
ORD10690,Jennifer Brown,South,Delhi,Sports,4097.58,-88.84,15.0,2,Cod,2023-05-26,4.0,2023
ORD10691,Joseph Schwartz,North,Mumbai,Unknown,7898.32,-196.79,20.0,7,Upi,2023-04-28,5.0,2023
ORD10692,Kimberly Bruce DDS,West,Mumbai,Electronics,2297.34,504.58,10.0,3,Cod,2024-11-22,2.0,2024
ORD10693,John George,North ,Mumbai,Electronics,6434.746725025747,-703.01,5.0,9,Net Banking,2024-01-18,5.0,2024
ORD10694,Natalie Alvarado,East,Hyderabad,Beauty,6482.75,-699.75,0.0,8,Upi,2023-10-24,5.0,2023
ORD10695,Michele Butler,West,Hyderabad,Electronics,4226.13,872.91,20.0,2,Upi,2023-10-16,3.0,2023
ORD10696,Daniel Clark,South,Mumbai,Home,5815.33,789.4,10.0,6,Card,2025-06-18,4.0,2025
ORD10697,Gene Johnson,North,Kochi,Unknown,1872.22,566.74,5.0,1,Cod,2024-09-05,3.0,2024
ORD10698,Diana Jensen,South,Mumbai,Unknown,7310.07,701.56,10.0,2,Net Banking,2024-05-15,3.0,2024
ORD10699,Suzanne Moore,East,Bangalore,Beauty,6434.746725025747,1009.11,10.0,1,Upi,2024-05-15,3.0,2024
ORD10700,Sharon Evans,South,Bangalore,Fashion,3693.19,-11.81,0.0,10,Card,2024-05-15,4.0,2024
ORD10701,Traci Bautista,East,Delhi,Sports,7622.52,-647.93,5.0,7,Cod,2024-12-21,3.0,2024
ORD10702,Daniel Richardson,South,Kochi,Fashion,3239.14,426.38,5.0,2,Cod,2024-08-02,5.0,2024
ORD10703,Terry Ray,South,Hyderabad,Sports,1478.85,-139.72,10.0,1,Upi,2025-01-16,4.0,2025
ORD10704,Kathleen Fisher,East,Mumbai,Beauty,1108.43,169.07,10.0,1,Upi,2023-01-03,4.0,2023
ORD10705,Unknown,West,Delhi,Beauty,6515.02,-1147.26,10.0,4,Net Banking,2024-01-06,1.0,2024
ORD10706,Andrew Frye,South,Bangalore,Fashion,1798.93,619.99,5.0,7,Upi,2024-08-08,1.0,2024
ORD10707,Timothy Reyes,South,Kochi,Beauty,9386.99,2294.49,20.0,6,Card,2023-01-29,3.0,2023
ORD10708,Joshua Morse,North,Hyderabad,Beauty,-204.82,-65.33,20.0,10,Upi,2024-06-16,1.0,2024
ORD10709,Kimberly Yates,West,Kochi,Home,9241.14,2460.27,0.0,3,Net Banking,2024-01-22,3.0,2024
ORD10710,Gregory Vasquez,West,Bangalore,Sports,5527.54,-208.92,15.0,7,Cod,2024-01-22,4.0,2024
ORD10711,Christy Stark,South,Kochi,Beauty,4758.22,1351.17,20.0,2,Cod,2024-04-20,1.0,2024
ORD10712,David Padilla,North ,Chennai,Home,3637.7,-592.4,5.0,10,Upi,2023-01-13,2.0,2023
ORD10713,Caleb Williams,North ,Hyderabad,Home,5997.84,-1054.19,5.0,5,Cod,2023-09-06,2.0,2023
ORD10714,Joanna Lopez,South,Hyderabad,Fashion,4905.91,-55.95,10.0,1,Cod,2024-04-25,5.0,2024
ORD10715,Lynn Rivera,East,Bangalore,Unknown,7758.25,-84.57,5.0,4,Upi,2025-05-29,5.0,2025
ORD10716,Nicole Williams,East,Bangalore,Electronics,5285.57,624.36,10.0,10,Upi,2024-12-10,1.0,2024
ORD10717,Deborah Young,South,Chennai,Unknown,5375.75,-394.31,20.0,4,Net Banking,2024-10-16,1.0,2024
ORD10718,Felicia Hinton,West,Bangalore,Unknown,40909.7,-129.37,20.0,2,Card,2024-10-16,1.0,2024
ORD10719,Troy Edwards,North ,Bangalore,Fashion,4857.64,-506.26,10.0,3,Cash,2023-07-23,1.0,2023
ORD10720,Diane Little,South,Chennai,Beauty,5769.5,-718.4,10.0,2,Card,2023-01-22,5.0,2023
ORD10721,Lori Castillo,South,Bangalore,Fashion,724.58,206.44,10.0,2,Upi,2025-03-29,5.0,2025
ORD10722,Michelle Travis,North ,Chennai,Fashion,1629.54,-106.73,0.0,10,Upi,2024-03-15,3.0,2024
ORD10723,Mrs. Alexandra Williams,North,Mumbai,Unknown,6858.16,545.55,20.0,8,Cash,2025-06-12,3.0,2025
ORD10724,Amanda Mcmahon,East,Delhi,Unknown,5427.16,402.82,15.0,3,Net Banking,2025-02-08,5.0,2025
ORD10725,John Morales,South,Mumbai,Fashion,4540.04,1066.2,10.0,1,Card,2024-02-15,4.0,2024
ORD10726,Megan Reyes,North,Chennai,Beauty,5046.08,1328.82,10.0,9,Cash,2024-08-08,4.0,2024
ORD10727,Dillon Lopez,West,Chennai,Home,5868.95,201.64,15.0,7,Cash,2024-06-08,3.0,2024
ORD10728,Autumn Hines,South,Kochi,Home,3650.6,1079.89,10.0,9,Upi,2024-10-22,3.0,2024
ORD10729,Lisa Fields DDS,South,Hyderabad,Home,3054.24,-50.19,10.0,6,Cod,2023-02-09,3.0,2023
ORD10730,Diana Rodriguez,West,Mumbai,Sports,5489.61,-309.48,10.0,5,Upi,2025-01-27,5.0,2025
ORD10731,Jessica Lee,South,Mumbai,Fashion,2554.07,704.94,5.0,4,Cod,2025-02-18,3.0,2025
ORD10732,Michelle Johnson,South,Mumbai,Fashion,6020.63,1418.18,10.0,4,Cod,2025-02-18,2.0,2025
ORD10733,Paul Greene,South,Chennai,Home,743.54,-23.75,10.0,1,Net Banking,2024-08-14,4.0,2024
ORD10734,Unknown,North,Bangalore,Fashion,7572.89,724.59,10.0,10,Card,2025-02-20,5.0,2025
ORD10735,Shelby Young,North,Delhi,Beauty,6181.49,92.64,15.0,4,Upi,2024-09-14,4.0,2024
ORD10736,Tracy Morris,South,Delhi,Beauty,6434.746725025747,-838.78,0.0,9,Cash,2024-10-16,4.0,2024
ORD10737,Robin Wu,East,Delhi,Electronics,7456.73,-297.46,20.0,2,Net Banking,2023-10-18,1.0,2023
ORD10738,Peter Webb,South,Bangalore,Fashion,9163.69,577.66,0.0,7,Upi,2023-05-13,2.0,2023
ORD10739,Eric Brown,West,Chennai,Fashion,6434.746725025747,-221.01,5.0,9,Cash,2024-09-10,4.0,2024
ORD10740,Matthew Davis,North ,Kochi,Unknown,397.81,35.49,20.0,8,Upi,2024-09-11,4.0,2024
ORD10741,Kristin Parker,South,Mumbai,Fashion,1801.06,344.73,10.0,7,Cod,2023-12-22,4.0,2023
ORD10742,Andrew Mcgee,North,Bangalore,Fashion,3437.95,-340.72,20.0,2,Upi,2024-01-29,3.0,2024
ORD10743,Julie Anderson,North ,Kochi,Home,5065.23,999.5,5.0,8,Upi,2023-03-10,3.0,2023
ORD10744,Matthew Krause,North,Hyderabad,Unknown,6294.15,-383.81,20.0,1,Net Banking,2024-02-24,3.0,2024
ORD10745,Christopher Williams,South,Chennai,Unknown,3185.64,57.89,0.0,5,Net Banking,2024-02-13,1.0,2024
ORD10746,Justin Thompson,East,Bangalore,Fashion,5466.92,1052.22,15.0,3,Cod,2024-07-15,3.0,2024
ORD10747,Alicia Wilkins,South,Mumbai,Home,3111.54,46.57,0.0,1,Upi,2024-07-15,3.0,2024
ORD10748,Robert Collins,South,Hyderabad,Electronics,3471.21,635.95,10.0,9,Card,2024-06-29,5.0,2024
ORD10749,Jeffrey Brown,South,Bangalore,Electronics,6434.746725025747,11.23,5.0,4,Upi,2023-01-05,3.0,2023
ORD10750,Ernest Wright,South,Bangalore,Unknown,2691.92,452.03,5.0,2,Net Banking,2025-04-20,3.0,2025
ORD10751,Patrick Flores,West,Kochi,Fashion,1620.79,-155.19,5.0,9,Card,2023-11-27,1.0,2023
ORD10752,Jackie Reyes,South,Chennai,Unknown,2560.32,-495.19,5.0,8,Upi,2024-02-16,2.0,2024
ORD10753,Benjamin Mcgee,North ,Bangalore,Home,7634.1,987.68,0.0,9,Cod,2024-02-25,3.0,2024
ORD10754,Andrew Johnson,South,Hyderabad,Home,2626.5,810.29,10.0,3,Upi,2024-12-14,3.0,2024
ORD10755,Kathleen Walker,South,Delhi,Sports,11580.96,1410.22,15.0,9,Upi,2023-01-19,5.0,2023
ORD10756,Christian Price,North ,Kochi,Electronics,6233.29,-187.83,10.0,7,Net Banking,2025-02-16,2.0,2025
